stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest
19hpf,2.59,0,0,0
2dpf,3.94,0,1.14,0
3dpf,0.79,0,0.73,0
5dpf,0,0.45,1.34,0.32
10dpf,2.67,0,0,0
