stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,5.04,0,1.29,0,0.71,0,0.78
3dpf,17.71,0,1.85,0,1.23,0,2.49
5dpf,13.13,1.04,2.52,0.82,5.37,0.4,3.73
10dpf,19.99,0,1.6,0,3.8,0,0.65
