stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,58.62,0,0,0,28.46,0,0,0,11.76,9.14
12hpf,162.04,0,0,3.71,16.63,6.45,0,0,126.45,11.49
14hpf,40.95,2.4,4.66,5.88,14.97,8.22,2.29,0,29.98,7.84
16hpf,59.46,3.56,24.84,1.8,24.71,18.53,4.41,0,58.53,7.66
19hpf,37.4,0,1.67,2.48,3.57,3.24,5.11,0,4.13,2.14
24hpf,32.35,0,0,0,8.12,8.23,4.86,0,14.04,3.55
2dpf,67.94,0.49,2.73,9.82,24.74,44.05,7.88,0,27.9,20.61
3dpf,91.3,4.51,3.47,1.19,3.25,22.13,2.04,0,7.46,6.23
5dpf,46.95,3.72,16.38,14.46,15.59,224.62,14.93,12.02,52.69,109.13
10dpf,210.69,10.64,21.93,25.26,17.58,247.73,15.23,0.71,45.87,34.73
