stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.01,0,0,0,0,1.78,0
3dpf,3.17,0,0.52,3.4,0.5,0.44,0
5dpf,0.45,1.47,0.94,1.05,1.05,0.43,1.3
10dpf,1.83,0,0,0,0,0.48,0
