stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,1.97,1.52,1.05,1.67,1.97
3dpf,0.9,0,0.74,0.58,0,0
10dpf,1.55,0,0,1.1,0,0
