stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,4.95,0,0,0,0,0,0
16hpf,5.87,0,0,0,0,0,0
19hpf,1.81,0,0,0,0,0,0
24hpf,1.75,0,0,0,0,0,0
2dpf,31.6,0.9,0.88,3.2,0.97,2.45,4.32
3dpf,131.97,0,0,2.74,0,0.3,0.34
5dpf,1.04,0,0,7.78,0.57,0.71,1.92
10dpf,47.26,0,0,1.39,0,0,0
