stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0.9,1.52,0.75,1.12,0.61,0
3dpf,5.25,0,1.3,0.55,1.93,0,0.6,0.29
5dpf,5.18,0.5,0.69,0,0.91,0,0.65,1.75
10dpf,29.64,0.89,0.37,0,2.44,0,0.4,0
