stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,8.5,0,0,0,10.5,0
2dpf,3.83,0,0,0.63,2.72,1.1
3dpf,21.56,0,0.83,1.51,0,0
5dpf,6.82,1.53,0,5.4,2.92,1.3
10dpf,53.22,0,0,1,0.96,0
