stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,1.09,0,0,0
3dpf,0.5,0,0,0
5dpf,0,0,1.04,0
10dpf,3.19,0.53,0,0.92
