stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.87,0,0,0,0,0,0,0,309.94,20.72
12hpf,4.24,0,0,0,0,0,0,15.13,110.49,3.94
14hpf,3.33,0,0,0,0,0,0,2.39,0,14.78
16hpf,15.09,0,0,0,16.29,0,0,12.96,3.47,7.57
19hpf,6.23,0,0,0,1.52,0,0,3.66,0,1.57
24hpf,10.7,0,0,12.12,26.38,4.9,0,7,1.98,17.32
2dpf,202.66,0.68,3.07,48.06,173.42,356.98,14.56,10.89,119.03,156.06
3dpf,595.96,7.23,16.52,14.52,42.91,535.1,5.42,0.8,44.59,52.63
5dpf,148.47,5.78,33.12,56.25,23.98,436.91,23.68,4.77,85.35,206.68
10dpf,343.49,2.53,11.99,11.95,16.3,232.31,16.55,0.4,36.92,28.25
