stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.55,3.89,0.54,0
3dpf,0.88,0,1.07,0,0.41
5dpf,0,0.29,0.73,0.34,2.67
10dpf,1.88,0,0,0,0
