stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.6,0,0
3dpf,5.03,0,0,0.43,0
5dpf,1.55,0.64,0,2.41,2.24
10dpf,9.2,0,0.67,1.29,0.83
