stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,2.29,0,0,0,0,0,0,0,0
16hpf,0,0,0,1.61,0,0,0,0,0
19hpf,2,0,0,0,0,0,0,0,0
24hpf,91.67,0,0,0,14.37,0,0,0,2.46
2dpf,15.88,1.81,4.7,7.66,6.89,0,0,3.26,7.2
3dpf,94.71,2.16,0,0,31.54,0,0,0,0.33
5dpf,4.63,7.5,2.95,0,15.47,4.59,1.06,3.89,3.43
10dpf,131.49,3.42,2.8,0.43,42.79,2.26,0,0.98,1.57
