stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,9.4,0,0
12hpf,0,1.79,0,0,0,0,0,0,0,1.83
14hpf,0,0,0,0,0,5.66,0,0,0,0
16hpf,2.61,0,0,0,9.36,0,0,0,0,3.56
19hpf,7.27,0,0,5.73,0,1.67,1.77,0,0,1.53
24hpf,11.45,0,0,3.98,8.04,2.68,1.85,0,5.32,3.84
2dpf,105.47,0.53,3.28,17.13,39.02,75.89,28.18,2.1,10.58,47.39
3dpf,515.16,2.65,1.18,12.55,9.71,94.25,7.93,0,5.81,6.05
5dpf,46.89,6.63,14.01,31.39,13.01,146.55,30.08,2.84,18.45,52.5
10dpf,277.37,5.83,9.02,18.71,5.91,83.38,16.65,0,9.46,6.28
