stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.22,0,1.19,0.67,1.25,2.25
3dpf,1.2,0.34,0,0.57,0,1.52,0,0
5dpf,0,0,0,0.33,0,1.63,0,0
10dpf,1.88,0.53,0,0,0,1.81,0,0
