stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.86,0,0,0.69,0.93,1.9,1.61,0
3dpf,1.92,0.5,0.43,0.51,0,0.44,0,0
5dpf,0,0.55,0,0.4,0,5.01,0,0.74
10dpf,2.44,0,0.63,0.5,1.05,3.92,0,0.83
