stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1588.7,8.83,8.62,0,225.62,32.41,0,20.24,472.98,470.55
12hpf,1264.36,29.46,2.46,16.77,179.54,24.24,2.43,38.01,296.61,274.21
14hpf,820.02,6.08,19.31,28.64,109.57,64.24,7.65,20.08,257.48,300.31
16hpf,474.56,12.09,3.69,19.25,138.12,75.48,19.04,7.13,457.78,203.94
19hpf,549.15,4.3,0,13.97,60.57,12.17,10.12,0,115.21,112.03
24hpf,386.67,5.86,1.77,18.15,70.66,23.13,16.95,1.99,1121.3,57.67
2dpf,1017.98,10.71,42.29,172.49,282.93,513.86,150.5,6.95,263.19,438.28
3dpf,1337.68,30.85,7.54,44.1,29.09,267.66,20.72,0,47.03,156.43
5dpf,498.56,50.47,49.99,198.98,46.57,479.77,116.87,14.84,143.95,718.06
10dpf,943.15,55.13,40.04,96.03,16.24,217.13,75.15,0.71,45.48,180.94
