stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0,0,0,1
3dpf,5.68,0,0,0.91
5dpf,0,1.59,0.32,0.47
10dpf,8.13,2.21,0,0
