stage,central_nervous_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.6,0,0.99,0,0,0
3dpf,4.45,0,0.46,0,0.36,0
5dpf,3.99,0,0,0.3,0.3,0
10dpf,12.97,1.14,0,0,0.37,0.96
