stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.96,0,2.08,0.67,0.61,0
3dpf,6.34,0,3.31,0.3,0,0.6
5dpf,0.38,0,0.67,0,0,0.65
10dpf,7.64,0.65,2.58,0,1.22,0
