stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme
12hpf,4.21,0,0,0
24hpf,1.31,0,0,0
2dpf,0.58,0,0.79,1.66
3dpf,0.32,0,0,0
5dpf,0,0,0.85,0
10dpf,0,1.33,0,1.73
