stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0.97,0,0,0,0,0,0,0
2dpf,18.19,0.54,0,0.52,0,1.57,0.81,0
3dpf,487.67,0,1.9,0,0.32,2.64,0.33,1.22
5dpf,5.33,0.57,0,1.05,0,3.04,0.44,2.01
10dpf,185.95,0,0,0,0,8.28,0,2.29
