stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,28.61,0,0,0,8.47,0,0,0,9.71,0
12hpf,6.54,0,1.76,1.84,0,0,0,0,2.07,0
14hpf,4.48,0,0,0,0,0,0,0,3.06,2.53
16hpf,5.11,0,0,1.98,1.82,0,0,0,0,3.62
19hpf,6.3,0,0,0,1.71,0,0,0,0,1.63
24hpf,3.73,0,0,1.85,3.56,0.83,0,0,1.8,2.58
2dpf,227,0.5,13.9,34.59,94.95,204.4,29.66,9.71,71.4,131.36
3dpf,338.28,9.15,4.89,20.27,26.73,221.97,9.64,0,18.64,46.85
5dpf,145.22,12.86,39.94,91.8,32.26,406.8,29.95,19.43,71.63,287.41
10dpf,326.56,19.5,42.09,35.3,14.64,200.85,16.24,0,25.08,45.13
