stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.53,0,0.96,1.71,0.85
3dpf,2.99,0,0,0.72,0.48
5dpf,0,0.82,0,1.24,1.5
10dpf,1.77,0,0,0.87,0
