stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,5.06,0,4.34,0,0
5dpf,1.51,0,5.81,0,0
10dpf,19.47,1.59,13.07,2.12,0.68
