stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,292.03,10.38,0,0,121.67,11.95,0,62.28,95.92,308.47
12hpf,1034.22,62.1,19.35,23.09,295.03,114.25,3.78,458.69,490.4,574.67
14hpf,349.7,6.9,17.87,25.88,55.82,46.89,0,98.96,147.45,328.59
16hpf,366.5,44.51,23.68,32.76,149.03,52.92,15.71,163,243.42,513.99
19hpf,361.41,1.72,1.81,11.61,50.32,17.28,1.69,70.08,30.72,189.69
24hpf,320.56,2.38,18.08,9.53,95.06,57.92,33.7,18,100.61,128.2
2dpf,451.46,6.4,31.83,35.49,173.9,539.54,63.06,17.39,117.7,195.39
3dpf,1156.31,24.87,10.46,18.76,26.91,416.6,14.99,0.42,24.43,54.28
5dpf,150.31,21.46,51.49,49.65,32.3,403.36,41.63,21.39,55.85,204.92
10dpf,520.94,37.32,41.48,34.93,13.36,182.7,14.4,0,17.08,49.78
