stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,7.7,0,0,1.96,0,0
24hpf,1.31,0,0,0,0,0
2dpf,0,0.84,0,0,0.63,0
3dpf,3.21,0,1.16,0,0.63,0.85
5dpf,0.78,0.32,0,0,0,0
10dpf,0,0,0,0,0,0.83
