stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,6.54,0,1.71,0,4.47
3dpf,2.73,0.3,0,1.46,2.2
5dpf,2.05,0.51,0,0,0.33
