stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,1.89
3dpf,0,0,0,2.7,0,0.66,0,0
5dpf,0,0.99,0.49,76.17,0.4,1.88,0,0
10dpf,10.47,1.23,0.85,106.69,0,4.02,2.14,1.35
