stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,0.87,0,0,0
2dpf,3.9,0,2.44,1.05,0.72,0
3dpf,14.18,0,0,0,11.99,2.84
5dpf,0.91,0,2.15,0,17.24,24.43
10dpf,3.23,0.86,2.45,0,0.88,5.47
