stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
19hpf,0,0,0,0,0,0,1.65,0
24hpf,1.16,0,0,0,0,0.94,0,0
2dpf,0,0,0.51,0,0,0,0,7.28
3dpf,33.43,0.87,0,0,0.67,0.48,0,0.6
5dpf,1.96,0,0,2.52,0,0,0,1.09
10dpf,16.54,0,0,2.96,0,1.52,0,0.84
