stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.19,0,0,0,9.56,0,0,0,0,0
12hpf,36.63,8.82,1.79,2.46,17.94,8.02,0,23.59,27.87,72.63
14hpf,20.7,2.71,0,9.93,0,0,0,2.79,42.06,41.66
16hpf,24.09,7.85,1.89,2.97,18.13,1.89,0,1.66,89.4,90.54
19hpf,12.89,0,0,0,4.84,0,0,0,20.27,64.88
24hpf,15.44,0,0,8.21,17.54,5.63,1.78,0,68.22,33.95
2dpf,242.94,2.44,27.32,59.63,156.46,307,22.28,5.48,89.04,262.31
3dpf,426,8.9,8.04,17.71,24.21,277.35,5.18,0,13.16,50.89
5dpf,133.76,17.92,24.54,74.92,32.59,420.17,30.08,10.22,61.86,238.57
10dpf,461.25,22.78,53.86,60.55,25.27,314.81,14.08,0,41.4,76.55
