stage,central_nervous_system,lateral_mesoderm,notochord,paraxial_mesoderm,periderm
10hpf,18.01,0,8.48,0,0
12hpf,5.49,1.95,0,5.91,11.65
14hpf,2.49,0,0,0,0
16hpf,0,0,0,1.67,0
10dpf,0.37,0,0,0,0
