stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,51.18,0,0,0,0,0.93,0,0
5dpf,3.76,0,0.37,0.72,0,5.02,0.35,0.58
10dpf,66.78,0.94,0,0.41,0.44,1.48,0,0
