stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.45,0,1.14,0,0.86
3dpf,1.59,0,0.33,0,0
5dpf,0,0.54,0.54,0.42,0.74
10dpf,2.39,0,0,0,0
