stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,1.73,0,0,0
3dpf,3.32,0,0,0,0.34,0,0.59
5dpf,0.37,0.4,0,0,0,0.47,0.7
10dpf,0,0.71,0.55,0,0,0,0
