stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0,0,0,0,0.45,0
5dpf,29.39,0,0.34,0,3.37,0.95
10dpf,20.66,2.23,0,2.63,0.99,0
