stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0.82,0,0,0,0,0,0,0
2dpf,3.56,0,0,3.46,7.07,0,2.57,4.32
3dpf,17.72,0,0.38,0.35,3.61,0.97,0,0.44
5dpf,1.75,1.1,1.43,0.55,15.14,1.44,1.97,2.41
10dpf,11.1,1.13,0.43,0,6.26,0.65,0,0
