stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
14hpf,0,4.99,0,0,0,0
2dpf,3.49,0,1.38,0,0.51,0
3dpf,5.06,0,0,2.8,0,0
5dpf,2.96,0,0,1.15,0.65,0.68
10dpf,4.42,0,0,0,0,0.53
