stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.73,1.29,0
3dpf,31.88,0.39,0,0,1.41,0
5dpf,0,1.56,0,0,0.93,0.84
10dpf,27.62,0,0.41,0,0,0
