stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
5dpf,0.64,68.76,0.41,0,1.9,1.31,1.73
10dpf,9.19,92.13,0.46,0.63,12.21,0.82,3.09
