stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0.68,0
3dpf,0.36,0,0,0,0,0.44,0
5dpf,0,0,0.29,0,1.09,1.08,0.34
10dpf,0.38,1.33,0.89,1.01,0,1.05,2.02
