stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,27.3,0,44.76,0,0,0,0,23.53,0,8.9
12hpf,76.35,3,39.53,0,7.98,2.01,0,11.76,10.71,40.1
14hpf,49.18,0,49.61,4.79,0,0,0,5.87,0,18.92
16hpf,214.65,17.9,25.9,19.94,53.54,24.9,7.75,27.46,30.56,49.65
19hpf,301.78,0,6.27,33.75,11.3,4.3,12.08,0,8.77,30.31
24hpf,228.07,5.92,35.66,19.2,42.05,13.3,27.32,0.87,49.8,44.72
2dpf,1098.45,49.97,111.97,194.93,334.92,698.38,161.84,11.04,247.33,329.06
3dpf,2105.73,156.5,77.86,202.8,75.86,1141.99,35.75,0.53,67.45,156.67
5dpf,1269.81,326.92,351.99,1052.7,227.72,3340.53,253.03,143.43,455.38,1890.13
10dpf,1758.97,275.47,271.11,797.54,111.6,1898.28,92.59,3,194.82,426.52
