stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,11888.68,252.78,15.2,0,2152.49,152.38,0,433.43,4586.43,3874.51
12hpf,15364.83,374.46,48.19,418.12,3644.57,564.19,41.43,684.21,5884.23,4479.04
14hpf,14846.65,210.46,589.53,912.51,2789.35,1211.51,238.11,237.04,4415.54,4471.76
16hpf,13580.01,462.64,1123.12,973.04,4020.58,1489.26,404.87,496.41,4646.05,5731.98
19hpf,14935.65,103.9,383.84,558.66,1917.65,812.72,418.11,119.04,1266.84,3439.92
24hpf,8408.35,106.15,1455.11,424.11,2059.11,759.91,303.95,27.53,1102.18,1351.75
2dpf,2031.73,52.81,115.12,168.82,984.11,1254.04,187.38,11.86,369.93,335.88
3dpf,3608.09,73.52,62.43,71.68,70.28,920.41,63.68,0,80.14,145.11
5dpf,399.17,35.46,207.49,132.25,92.03,839.28,96.64,19.41,173.22,484.89
10dpf,1282.78,76.85,192.42,126.01,53.66,638.99,42.65,1.58,62.19,118.2
