stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,1.82,1.44,0.56,0
3dpf,2.93,0,0,0
5dpf,0.32,0,0,0.78
10dpf,0.82,0,0,0
