stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,598.23,12.97,0,0,64.18,11.18,0,11.3,117.65,128.6
12hpf,344.74,17.64,11.51,6.28,127.97,16.69,0,82.05,66.18,153.39
14hpf,1141.74,29.64,33,30.34,221.13,53.02,4.95,78.68,146.69,508.43
16hpf,1375.41,59.95,11.86,64.36,292.43,171.8,25.49,75.8,210.96,893.87
19hpf,1778.48,8.25,14.92,75.4,207.22,96.69,53.9,29.57,26.91,682.26
24hpf,2625.49,37.93,22.66,135.44,467.77,225.8,59.74,11.68,216.97,380.37
2dpf,4527.84,27.7,153.42,372.14,1293.78,2732.81,248.06,86.47,559.1,856.68
3dpf,18365.48,53.89,164.62,280.49,329.91,5698.23,132,1.42,217.52,402.13
5dpf,2370.45,119.19,336.86,920.24,437.56,6766.29,523.95,362.01,620.43,1875.32
10dpf,14248.38,141.18,516.32,536.31,219.45,4041.96,256.91,2.6,325.2,411.58
