stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
12hpf,0,0,2.25,0,0
14hpf,0,0,0,0,4.84
19hpf,0,0,1.57,0,0
2dpf,0,0,2.16,0,0
3dpf,0.37,0,0,0,0
5dpf,0,0.4,0,0.87,0.58
10dpf,1.4,0,0,0.76,0
