stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0.87,0
2dpf,0,3.01,0.57,0.74,1.38,3.01
3dpf,11.88,0,0,0.38,0,0
5dpf,0.85,0,0,0,0.43,0
10dpf,0,0,0.58,0,0,0
