stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0.85,0,0,0,0,0,0,0
2dpf,8.87,0,2,4.61,0,0.54,0.78,0
3dpf,126.61,0,0,3.37,0,0,0,0.3
5dpf,5.43,0,0.5,4.2,0.37,0,0,1.06
10dpf,47.71,0.87,0,4.9,0,0,0,0.63
