stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.22
3dpf,3.09,0,0,0.32,1.45
5dpf,0.34,0,1.36,0,4.45
10dpf,4.2,0.88,1.26,0,1.93
