stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,3.29,0,3.48,0,0,0.93
3dpf,1.7,0,4.31,0,1.02,0.8
5dpf,0,0,24.41,0.8,0.63,1.71
10dpf,1.94,0.75,11.83,0,0,1.58
