stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,0,0,0,1.7,0,0,0,0,0
2dpf,12.68,0.52,0,4.59,2.22,0.93,0,0,0
3dpf,251.62,1.03,0.32,4.35,3.2,0,0,0.67,0
5dpf,16.24,0.71,0.77,35.05,11.08,0,0.66,0,1.66
10dpf,270.44,3.63,1.17,35.12,11.25,0,0,2.56,1.92
