stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,8.77,0,1.73,0,0,0,1.32
3dpf,46.76,0,0.87,0,0.68,0.32,0
5dpf,7.63,1.28,2.43,0.78,6.78,0.29,1.16
10dpf,43.69,1.16,1.13,1.67,0.46,1.36,0.62
