stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
24hpf,0,5.99,0,0,0,0,0
2dpf,0,4.3,0,1.08,0,0,0
3dpf,2.29,0.36,0,0,0,0,0
5dpf,0,25.61,0.69,0,0.95,0.81,0.3
10dpf,1.08,37.79,0,0.87,0.42,0,0
