stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.78,0,0,0,0,0,0,1.78
3dpf,3.27,0,0,0,0,0,0,0
5dpf,0.78,1.37,0.52,0,0.67,0.92,0.66,0
10dpf,5.76,4.06,0.42,0.44,0,0,0.55,0
