stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,16486.17,334.65,122.6,0,2827.14,181.75,0,589.15,5618.73,5716.19
12hpf,27047.98,774.56,127.9,781.39,6472.88,1092.52,72.86,1601.4,11021.06,8287.42
14hpf,13834.02,182.46,739.92,901.92,2739.58,1286.65,228.02,320.4,4738.62,5382.41
16hpf,10731.84,440.18,1060.9,882.15,3429.21,1429.93,373.38,447.77,4716.62,5223.03
19hpf,11042.8,95.92,322.91,448.97,1387.47,628.67,473.29,115.73,1277.01,3237.98
24hpf,10337.09,196.53,2240.79,636.42,2519.39,1210.29,809.76,62.9,3229.97,2030.83
2dpf,3348.28,135.62,317.96,454.49,1206.47,2318.64,477.71,25.12,923.37,1170.41
3dpf,5303.19,137.96,210.72,175.97,122.4,1614.29,52.16,0,158.26,515.39
5dpf,821.5,140.12,583.37,520.86,176.43,2077.34,164.14,144.98,434.28,2441.95
10dpf,2858.23,429.08,735.45,695.04,228.26,2605.97,173.72,10.92,404.8,834.33
