stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,3.48
3dpf,0,0.68,0,0.85
5dpf,0,3.33,0.45,8.15
10dpf,0.55,1.19,1.37,0.51
