stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,21.39,0,0,0,19.15,0,0,0,0,0
12hpf,64.15,0,0,0,21.9,0,0,2.21,12.08,6.68
14hpf,32.49,2.27,0,0,4.67,2.88,2.59,2.83,5.85,0
16hpf,0,0,0,0,9.36,0,0,0,0,3.79
19hpf,14.53,0,0,0,0,1.52,0,0,0,0
24hpf,13.85,0,0,0.85,2.95,1.87,0.83,0,1.29,0
2dpf,62.23,0.87,1.48,8.38,29.16,27.26,4.29,0,6.77,3.61
3dpf,77.6,1.32,1.61,3.13,2.25,34.9,2.41,0,1.28,3
5dpf,7.53,1.03,1.08,6.4,4.99,45.33,2.93,2.5,6.62,4.55
10dpf,53.41,9.56,6.56,11.5,6.23,85.35,0.37,0,10.38,0
