stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.67,0,0,0,0
3dpf,0.53,0.62,0,0,0
5dpf,0.58,4.93,0.31,0.9,0.29
10dpf,1.05,1.9,0,0.92,3.98
