stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,8.94,0,3.64,0,0,0,0
3dpf,174.71,1.56,0,3.65,0,0.35,1.77
5dpf,5.16,0.4,0.45,4.86,1.39,0.8,1.84
10dpf,178.84,2.63,0,7.45,0,1.92,0.4
