stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,17.73,0,0,0,0,0,0,0,8.96
12hpf,0,2.04,0,0,8.55,0,0,0,0,2.02
14hpf,7.7,4.93,2.37,0,24.9,0,0,0,0,12.23
16hpf,5.06,7.97,7.45,1.77,271.07,0,0,0,0,1.7
19hpf,16.53,2.38,0,5.06,173.66,0,0,0,7.69,42.21
24hpf,26.63,20.38,2.68,5.37,63.3,3.34,0,0,0.81,33.96
2dpf,93.71,3.11,2.53,28.37,32.81,56.9,39.6,4.48,18.64,58.62
3dpf,621.19,7.05,3.51,10.64,9.41,191.77,15.77,0.89,5.66,58.98
5dpf,70.17,14.02,11.93,53.67,15.33,239.09,34.47,30.71,30.13,200.2
10dpf,632.28,24.21,29.71,48.14,22.88,200.02,38.31,2.89,12,57.55
