stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.94,1.84,0.67
3dpf,0.8,0,0,0.43,1.84,0,0
5dpf,0.37,1.07,1.34,0,0.39,0,0
