stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.44,0,0,5.82,12.83,0,3.02,1.15
3dpf,3.65,0,0.46,0,1.67,0.5,0,0.42
5dpf,2.89,0,0.32,0,8.39,0,2.55,1.11
10dpf,0.76,1.03,0,1.15,4.05,0,0.39,1.18
