stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,4.17,0,0,0,0,0,0
2dpf,12.13,1.92,97.34,0.59,1.79,0,0.97
3dpf,25.43,0,12.89,0,0,0,0
5dpf,9.54,3.68,16.81,4.69,0.35,0.37,1
10dpf,15.02,0.48,37.24,0.68,0.76,0,0
